"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"com.lineate.school.SearchBenchmark.hashSet:iTLB-load-misses","avgt",1,1,0.000614,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.hashSet:iTLB-loads","avgt",1,1,0.000520,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.hashSet:instructions","avgt",1,1,130.362134,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.hashSet:stalled-cycles-frontend","avgt",1,1,90.888249,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered","avgt",1,5,18.805712,0.169406,"ns/op",1
"com.lineate.school.SearchBenchmark.ordered:CPI","avgt",1,1,0.579290,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-load-misses","avgt",1,1,0.005029,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-loads","avgt",1,1,19.163271,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-store-misses","avgt",1,1,0.001503,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-stores","avgt",1,1,5.076734,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:L1-icache-load-misses","avgt",1,1,0.004475,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:LLC-load-misses","avgt",1,1,0.000261,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:LLC-loads","avgt",1,1,0.001386,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:LLC-store-misses","avgt",1,1,0.000203,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:LLC-stores","avgt",1,1,0.000481,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:branch-misses","avgt",1,1,0.002030,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:branches","avgt",1,1,10.110685,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:cycles","avgt",1,1,39.753021,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:dTLB-loads","avgt",1,1,19.008326,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:dTLB-store-misses","avgt",1,1,0.000113,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:dTLB-stores","avgt",1,1,5.058734,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:iTLB-load-misses","avgt",1,1,0.000285,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:iTLB-loads","avgt",1,1,0.000132,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:instructions","avgt",1,1,68.623723,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered:stalled-cycles-frontend","avgt",1,1,20.662568,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.ordered","avgt",1,5,40.507963,2.855370,"ns/op",10
"com.lineate.school.SearchBenchmark.ordered:CPI","avgt",1,1,0.756112,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-load-misses","avgt",1,1,0.006905,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-loads","avgt",1,1,25.278930,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-store-misses","avgt",1,1,0.002381,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-stores","avgt",1,1,7.430487,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:L1-icache-load-misses","avgt",1,1,0.011506,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:LLC-load-misses","avgt",1,1,0.001664,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:LLC-loads","avgt",1,1,0.004762,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:LLC-store-misses","avgt",1,1,0.000283,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:LLC-stores","avgt",1,1,0.000938,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:branch-misses","avgt",1,1,0.959756,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:branches","avgt",1,1,20.902061,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:cycles","avgt",1,1,85.746103,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:dTLB-load-misses","avgt",1,1,0.000005,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:dTLB-loads","avgt",1,1,25.170003,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:dTLB-store-misses","avgt",1,1,0.000125,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:dTLB-stores","avgt",1,1,7.470917,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:iTLB-load-misses","avgt",1,1,0.000716,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:iTLB-loads","avgt",1,1,0.000385,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:instructions","avgt",1,1,113.404000,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered:stalled-cycles-frontend","avgt",1,1,21.090283,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.ordered","avgt",1,5,67.541193,0.123561,"ns/op",100
"com.lineate.school.SearchBenchmark.ordered:CPI","avgt",1,1,0.489598,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-load-misses","avgt",1,1,0.017761,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-loads","avgt",1,1,69.172671,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-store-misses","avgt",1,1,0.004101,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-stores","avgt",1,1,6.197733,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:L1-icache-load-misses","avgt",1,1,0.014165,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:LLC-load-misses","avgt",1,1,0.001300,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:LLC-loads","avgt",1,1,0.005403,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:LLC-store-misses","avgt",1,1,0.000766,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:LLC-stores","avgt",1,1,0.003703,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:branch-misses","avgt",1,1,1.082251,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:branches","avgt",1,1,77.653784,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:cycles","avgt",1,1,143.440749,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:dTLB-loads","avgt",1,1,68.965558,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:dTLB-store-misses","avgt",1,1,0.000206,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:dTLB-stores","avgt",1,1,6.249628,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:iTLB-load-misses","avgt",1,1,0.000549,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:iTLB-loads","avgt",1,1,0.000576,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:instructions","avgt",1,1,292.976335,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered:stalled-cycles-frontend","avgt",1,1,19.656313,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.ordered","avgt",1,5,308.962215,4.012991,"ns/op",1000
"com.lineate.school.SearchBenchmark.ordered:CPI","avgt",1,1,0.352346,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-load-misses","avgt",1,1,0.107971,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-loads","avgt",1,1,524.532293,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-store-misses","avgt",1,1,0.051150,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-stores","avgt",1,1,7.009095,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:L1-icache-load-misses","avgt",1,1,0.108094,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:LLC-load-misses","avgt",1,1,0.014920,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:LLC-loads","avgt",1,1,0.052334,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:LLC-store-misses","avgt",1,1,0.002861,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:LLC-stores","avgt",1,1,0.004547,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:branch-misses","avgt",1,1,1.076542,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:branches","avgt",1,1,582.786397,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:cycles","avgt",1,1,654.504031,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:dTLB-loads","avgt",1,1,520.023176,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:dTLB-store-misses","avgt",1,1,0.000884,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:dTLB-stores","avgt",1,1,6.849929,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:iTLB-load-misses","avgt",1,1,0.006207,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:iTLB-loads","avgt",1,1,0.003549,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:instructions","avgt",1,1,1857.557918,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered:stalled-cycles-frontend","avgt",1,1,163.989677,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.ordered","avgt",1,5,2742.601894,11.161799,"ns/op",10000
"com.lineate.school.SearchBenchmark.ordered:CPI","avgt",1,1,0.327891,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-load-misses","avgt",1,1,94.069747,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-loads","avgt",1,1,5077.602828,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-store-misses","avgt",1,1,1.695027,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-stores","avgt",1,1,12.663750,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:L1-icache-load-misses","avgt",1,1,0.500314,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:LLC-load-misses","avgt",1,1,0.040188,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:LLC-loads","avgt",1,1,0.180524,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:LLC-store-misses","avgt",1,1,0.041987,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:LLC-stores","avgt",1,1,0.095514,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:branch-misses","avgt",1,1,1.477384,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:branches","avgt",1,1,5687.064783,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:cycles","avgt",1,1,5825.272899,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:dTLB-loads","avgt",1,1,5058.937989,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:dTLB-store-misses","avgt",1,1,0.006499,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:dTLB-stores","avgt",1,1,12.935588,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:iTLB-load-misses","avgt",1,1,0.025061,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:iTLB-loads","avgt",1,1,0.014763,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:instructions","avgt",1,1,17765.891087,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered:stalled-cycles-frontend","avgt",1,1,2495.751077,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.ordered","avgt",1,5,27123.976284,367.883034,"ns/op",100000
"com.lineate.school.SearchBenchmark.ordered:CPI","avgt",1,1,0.325101,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-load-misses","avgt",1,1,3121.185643,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-loads","avgt",1,1,50046.401540,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-store-misses","avgt",1,1,14.464848,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:L1-dcache-stores","avgt",1,1,61.299056,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:L1-icache-load-misses","avgt",1,1,13.833758,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:LLC-load-misses","avgt",1,1,0.332386,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:LLC-loads","avgt",1,1,63.511683,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:LLC-store-misses","avgt",1,1,0.322314,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:LLC-stores","avgt",1,1,2.084753,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:branch-misses","avgt",1,1,3.888257,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:branches","avgt",1,1,56529.994007,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:cycles","avgt",1,1,57224.483121,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:dTLB-loads","avgt",1,1,49882.599854,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:dTLB-store-misses","avgt",1,1,0.099751,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:dTLB-stores","avgt",1,1,113.128313,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:iTLB-load-misses","avgt",1,1,0.134355,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:iTLB-loads","avgt",1,1,0.050420,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:instructions","avgt",1,1,176020.562000,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.ordered:stalled-cycles-frontend","avgt",1,1,25616.666920,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary","avgt",1,5,18.733273,0.061990,"ns/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:CPI","avgt",1,1,0.537701,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-load-misses","avgt",1,1,0.005201,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-loads","avgt",1,1,18.284194,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-store-misses","avgt",1,1,0.001163,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-stores","avgt",1,1,5.075117,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:L1-icache-load-misses","avgt",1,1,0.005265,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-load-misses","avgt",1,1,0.001104,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-loads","avgt",1,1,0.001670,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-store-misses","avgt",1,1,0.000232,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-stores","avgt",1,1,0.000893,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:branch-misses","avgt",1,1,0.002750,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:branches","avgt",1,1,11.109565,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:cycles","avgt",1,1,39.532220,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-loads","avgt",1,1,18.162449,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-store-misses","avgt",1,1,0.000040,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-stores","avgt",1,1,5.069308,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-load-misses","avgt",1,1,0.000126,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-loads","avgt",1,1,0.000101,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:instructions","avgt",1,1,73.520861,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary:stalled-cycles-frontend","avgt",1,1,19.452510,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.orderedBinary","avgt",1,5,47.364741,0.624232,"ns/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:CPI","avgt",1,1,0.843197,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-load-misses","avgt",1,1,0.014864,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-loads","avgt",1,1,23.044523,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-store-misses","avgt",1,1,0.010348,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-stores","avgt",1,1,7.550682,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:L1-icache-load-misses","avgt",1,1,0.019031,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-load-misses","avgt",1,1,0.000945,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-loads","avgt",1,1,0.006397,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-store-misses","avgt",1,1,0.002774,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-stores","avgt",1,1,0.006468,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:branch-misses","avgt",1,1,1.579365,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:branches","avgt",1,1,22.318953,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:cycles","avgt",1,1,99.838338,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-loads","avgt",1,1,22.861617,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-store-misses","avgt",1,1,0.000180,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-stores","avgt",1,1,7.547669,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-load-misses","avgt",1,1,0.042699,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-loads","avgt",1,1,0.004300,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:instructions","avgt",1,1,118.404502,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary:stalled-cycles-frontend","avgt",1,1,24.939565,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.orderedBinary","avgt",1,5,67.743105,0.030047,"ns/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:CPI","avgt",1,1,0.864098,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-load-misses","avgt",1,1,0.008908,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-loads","avgt",1,1,27.848081,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-store-misses","avgt",1,1,0.005848,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-stores","avgt",1,1,6.118996,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:L1-icache-load-misses","avgt",1,1,0.009159,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-load-misses","avgt",1,1,0.001114,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-loads","avgt",1,1,0.004231,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-store-misses","avgt",1,1,0.000602,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-stores","avgt",1,1,0.002450,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:branch-misses","avgt",1,1,3.074060,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:branches","avgt",1,1,34.216852,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:cycles","avgt",1,1,144.334009,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-load-misses","avgt",1,1,0.000020,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-loads","avgt",1,1,28.133448,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-store-misses","avgt",1,1,0.000159,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-stores","avgt",1,1,6.275486,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-load-misses","avgt",1,1,0.010029,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-loads","avgt",1,1,0.007273,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:instructions","avgt",1,1,167.034370,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary:stalled-cycles-frontend","avgt",1,1,38.613742,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.orderedBinary","avgt",1,5,104.829092,0.128598,"ns/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:CPI","avgt",1,1,1.011313,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-load-misses","avgt",1,1,0.047179,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-loads","avgt",1,1,34.599746,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-store-misses","avgt",1,1,0.014058,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-stores","avgt",1,1,6.386056,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-icache-load-misses","avgt",1,1,0.034597,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-load-misses","avgt",1,1,0.002052,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-loads","avgt",1,1,0.011394,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-store-misses","avgt",1,1,0.000471,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-stores","avgt",1,1,0.000870,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:branch-misses","avgt",1,1,5.155904,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:branches","avgt",1,1,47.414154,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:cycles","avgt",1,1,221.864674,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-loads","avgt",1,1,34.396139,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-store-misses","avgt",1,1,0.000272,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-stores","avgt",1,1,6.270736,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-load-misses","avgt",1,1,0.014404,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-loads","avgt",1,1,0.001496,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:instructions","avgt",1,1,219.382811,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary:stalled-cycles-frontend","avgt",1,1,74.328013,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.orderedBinary","avgt",1,5,131.037881,0.167771,"ns/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:CPI","avgt",1,1,0.995471,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-load-misses","avgt",1,1,1.099728,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-loads","avgt",1,1,41.822225,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-store-misses","avgt",1,1,0.042296,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-stores","avgt",1,1,6.495948,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-icache-load-misses","avgt",1,1,0.066746,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-load-misses","avgt",1,1,0.003374,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-loads","avgt",1,1,0.022205,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-store-misses","avgt",1,1,0.005393,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-stores","avgt",1,1,0.003230,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:branch-misses","avgt",1,1,7.263508,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:branches","avgt",1,1,60.934111,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:cycles","avgt",1,1,276.350008,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-loads","avgt",1,1,41.485675,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-store-misses","avgt",1,1,0.000265,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-stores","avgt",1,1,6.362071,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-load-misses","avgt",1,1,0.018089,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-loads","avgt",1,1,0.000720,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:instructions","avgt",1,1,277.607188,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary:stalled-cycles-frontend","avgt",1,1,86.099477,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.orderedBinary","avgt",1,5,177.919763,0.238237,"ns/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:CPI","avgt",1,1,1.126399,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-load-misses","avgt",1,1,9.084767,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-loads","avgt",1,1,48.578975,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-store-misses","avgt",1,1,0.046492,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-dcache-stores","avgt",1,1,6.466209,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:L1-icache-load-misses","avgt",1,1,0.062747,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-load-misses","avgt",1,1,0.005859,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-loads","avgt",1,1,1.932170,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-store-misses","avgt",1,1,0.001232,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:LLC-stores","avgt",1,1,0.008997,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:branch-misses","avgt",1,1,8.928956,NaN,"#/op",100000
