"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"com.lineate.school.SearchBenchmark.orderedBinary:branches","avgt",1,1,74.071954,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:cycles","avgt",1,1,372.480699,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-loads","avgt",1,1,47.872131,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-store-misses","avgt",1,1,0.000791,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:dTLB-stores","avgt",1,1,6.384817,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-load-misses","avgt",1,1,0.206785,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:iTLB-loads","avgt",1,1,0.002455,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:instructions","avgt",1,1,330.682869,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.orderedBinary:stalled-cycles-frontend","avgt",1,1,121.379021,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized","avgt",1,5,18.841590,0.027040,"ns/op",1
"com.lineate.school.SearchBenchmark.randomized:CPI","avgt",1,1,0.584964,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-load-misses","avgt",1,1,0.007022,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-loads","avgt",1,1,19.181813,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-store-misses","avgt",1,1,0.002346,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-stores","avgt",1,1,5.107937,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:L1-icache-load-misses","avgt",1,1,0.006255,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:LLC-load-misses","avgt",1,1,0.000697,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:LLC-loads","avgt",1,1,0.002026,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:LLC-store-misses","avgt",1,1,0.000068,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:LLC-stores","avgt",1,1,0.000119,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:branch-misses","avgt",1,1,0.003366,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:branches","avgt",1,1,10.106322,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:cycles","avgt",1,1,40.116773,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:dTLB-load-misses","avgt",1,1,0.000002,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:dTLB-loads","avgt",1,1,19.095991,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:dTLB-store-misses","avgt",1,1,0.000174,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:dTLB-stores","avgt",1,1,5.043080,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:iTLB-load-misses","avgt",1,1,0.000203,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:iTLB-loads","avgt",1,1,0.000139,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:instructions","avgt",1,1,68.579929,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized:stalled-cycles-frontend","avgt",1,1,20.620501,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.randomized","avgt",1,5,40.463183,2.669666,"ns/op",10
"com.lineate.school.SearchBenchmark.randomized:CPI","avgt",1,1,0.760063,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-load-misses","avgt",1,1,0.015997,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-loads","avgt",1,1,25.168824,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-store-misses","avgt",1,1,0.001822,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-stores","avgt",1,1,7.522209,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:L1-icache-load-misses","avgt",1,1,0.005891,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:LLC-load-misses","avgt",1,1,0.000846,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:LLC-loads","avgt",1,1,0.001286,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:LLC-store-misses","avgt",1,1,0.000386,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:LLC-stores","avgt",1,1,0.000907,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:branch-misses","avgt",1,1,0.959902,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:branches","avgt",1,1,20.853811,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:cycles","avgt",1,1,85.504080,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:dTLB-loads","avgt",1,1,24.925920,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:dTLB-store-misses","avgt",1,1,0.000135,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:dTLB-stores","avgt",1,1,7.452116,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:iTLB-load-misses","avgt",1,1,0.000518,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:iTLB-loads","avgt",1,1,0.000330,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:instructions","avgt",1,1,112.496007,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized:stalled-cycles-frontend","avgt",1,1,21.719742,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.randomized","avgt",1,5,67.566721,0.030526,"ns/op",100
"com.lineate.school.SearchBenchmark.randomized:CPI","avgt",1,1,0.490962,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-load-misses","avgt",1,1,0.017425,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-loads","avgt",1,1,69.185356,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-store-misses","avgt",1,1,0.003725,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-stores","avgt",1,1,6.254644,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:L1-icache-load-misses","avgt",1,1,0.018977,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:LLC-load-misses","avgt",1,1,0.000699,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:LLC-loads","avgt",1,1,0.004630,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:LLC-store-misses","avgt",1,1,0.000604,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:LLC-stores","avgt",1,1,0.001203,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:branch-misses","avgt",1,1,1.088319,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:branches","avgt",1,1,77.325252,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:cycles","avgt",1,1,143.328312,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:dTLB-load-misses","avgt",1,1,0.000049,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:dTLB-loads","avgt",1,1,68.830558,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:dTLB-store-misses","avgt",1,1,0.000171,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:dTLB-stores","avgt",1,1,6.191828,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:iTLB-load-misses","avgt",1,1,0.000295,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:iTLB-loads","avgt",1,1,0.000683,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:instructions","avgt",1,1,291.933441,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized:stalled-cycles-frontend","avgt",1,1,19.629016,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.randomized","avgt",1,5,308.707868,0.209539,"ns/op",1000
"com.lineate.school.SearchBenchmark.randomized:CPI","avgt",1,1,0.350357,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-load-misses","avgt",1,1,0.084071,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-loads","avgt",1,1,526.461526,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-store-misses","avgt",1,1,0.025884,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-stores","avgt",1,1,6.781304,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:L1-icache-load-misses","avgt",1,1,0.096522,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:LLC-load-misses","avgt",1,1,0.012492,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:LLC-loads","avgt",1,1,0.026205,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:LLC-store-misses","avgt",1,1,0.004828,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:LLC-stores","avgt",1,1,0.010888,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:branch-misses","avgt",1,1,1.087554,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:branches","avgt",1,1,582.404099,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:cycles","avgt",1,1,651.242373,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:dTLB-load-misses","avgt",1,1,0.000255,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:dTLB-loads","avgt",1,1,521.808948,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:dTLB-store-misses","avgt",1,1,0.001427,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:dTLB-stores","avgt",1,1,6.966730,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:iTLB-load-misses","avgt",1,1,0.001310,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:iTLB-loads","avgt",1,1,0.001485,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:instructions","avgt",1,1,1858.796368,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized:stalled-cycles-frontend","avgt",1,1,161.416054,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.randomized","avgt",1,5,2739.884472,10.418650,"ns/op",10000
"com.lineate.school.SearchBenchmark.randomized:CPI","avgt",1,1,0.327277,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-load-misses","avgt",1,1,97.003483,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-loads","avgt",1,1,5075.441118,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-store-misses","avgt",1,1,2.015825,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-stores","avgt",1,1,14.669482,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:L1-icache-load-misses","avgt",1,1,0.840163,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:LLC-load-misses","avgt",1,1,0.051954,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:LLC-loads","avgt",1,1,0.251747,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:LLC-store-misses","avgt",1,1,0.056221,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:LLC-stores","avgt",1,1,0.213828,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:branch-misses","avgt",1,1,1.495948,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:branches","avgt",1,1,5670.052958,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:cycles","avgt",1,1,5784.937847,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:dTLB-load-misses","avgt",1,1,0.000608,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:dTLB-loads","avgt",1,1,5052.708315,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:dTLB-store-misses","avgt",1,1,0.005985,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:dTLB-stores","avgt",1,1,15.743448,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:iTLB-load-misses","avgt",1,1,0.018581,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:iTLB-loads","avgt",1,1,0.017154,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:instructions","avgt",1,1,17675.981699,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized:stalled-cycles-frontend","avgt",1,1,2476.708409,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.randomized","avgt",1,5,27133.773805,186.280386,"ns/op",100000
"com.lineate.school.SearchBenchmark.randomized:CPI","avgt",1,1,0.324540,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-load-misses","avgt",1,1,3134.836022,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-loads","avgt",1,1,50130.131148,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-store-misses","avgt",1,1,10.143524,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:L1-dcache-stores","avgt",1,1,81.704472,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:L1-icache-load-misses","avgt",1,1,15.449110,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:LLC-load-misses","avgt",1,1,0.844339,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:LLC-loads","avgt",1,1,67.643412,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:LLC-store-misses","avgt",1,1,0.177276,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:LLC-stores","avgt",1,1,2.430332,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:branch-misses","avgt",1,1,5.124409,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:branches","avgt",1,1,56108.777078,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:cycles","avgt",1,1,56764.094796,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:dTLB-load-misses","avgt",1,1,0.039759,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:dTLB-loads","avgt",1,1,50036.287427,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:dTLB-store-misses","avgt",1,1,0.010786,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:dTLB-stores","avgt",1,1,52.586416,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:iTLB-load-misses","avgt",1,1,0.048928,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:iTLB-loads","avgt",1,1,0.001400,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:instructions","avgt",1,1,174906.424728,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.randomized:stalled-cycles-frontend","avgt",1,1,25286.738540,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet","avgt",1,5,19.216948,0.018045,"ns/op",1
"com.lineate.school.SearchBenchmark.treeSet:CPI","avgt",1,1,0.434502,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-load-misses","avgt",1,1,0.008266,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-loads","avgt",1,1,25.273092,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-store-misses","avgt",1,1,0.001740,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-stores","avgt",1,1,5.096466,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:L1-icache-load-misses","avgt",1,1,0.004617,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:LLC-load-misses","avgt",1,1,0.000393,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:LLC-loads","avgt",1,1,0.002361,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:LLC-store-misses","avgt",1,1,0.000044,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:LLC-stores","avgt",1,1,0.000195,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:branch-misses","avgt",1,1,0.003689,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:branches","avgt",1,1,16.191354,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:cycles","avgt",1,1,40.834075,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:dTLB-loads","avgt",1,1,25.118532,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:dTLB-store-misses","avgt",1,1,0.000053,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:dTLB-stores","avgt",1,1,5.041136,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:iTLB-load-misses","avgt",1,1,0.000212,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:iTLB-loads","avgt",1,1,0.000176,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:instructions","avgt",1,1,93.978994,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet:stalled-cycles-frontend","avgt",1,1,16.466472,NaN,"#/op",1
"com.lineate.school.SearchBenchmark.treeSet","avgt",1,5,51.929387,0.119956,"ns/op",10
"com.lineate.school.SearchBenchmark.treeSet:CPI","avgt",1,1,0.717776,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-load-misses","avgt",1,1,0.021494,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-loads","avgt",1,1,35.311000,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-store-misses","avgt",1,1,0.010219,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-stores","avgt",1,1,6.211051,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:L1-icache-load-misses","avgt",1,1,0.021076,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:LLC-load-misses","avgt",1,1,0.001883,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:LLC-loads","avgt",1,1,0.006223,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:LLC-store-misses","avgt",1,1,0.001606,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:LLC-stores","avgt",1,1,0.000891,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:branch-misses","avgt",1,1,1.175659,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:branches","avgt",1,1,38.118367,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:cycles","avgt",1,1,109.142000,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:dTLB-loads","avgt",1,1,35.217691,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:dTLB-store-misses","avgt",1,1,0.000120,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:dTLB-stores","avgt",1,1,6.193455,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:iTLB-load-misses","avgt",1,1,0.010917,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:iTLB-loads","avgt",1,1,0.000412,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:instructions","avgt",1,1,152.055757,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet:stalled-cycles-frontend","avgt",1,1,25.119114,NaN,"#/op",10
"com.lineate.school.SearchBenchmark.treeSet","avgt",1,5,83.460897,0.089268,"ns/op",100
"com.lineate.school.SearchBenchmark.treeSet:CPI","avgt",1,1,0.821868,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-load-misses","avgt",1,1,0.022094,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-loads","avgt",1,1,51.749630,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-store-misses","avgt",1,1,0.009584,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-stores","avgt",1,1,6.308787,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:L1-icache-load-misses","avgt",1,1,0.028963,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:LLC-load-misses","avgt",1,1,0.000709,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:LLC-loads","avgt",1,1,0.008926,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:LLC-store-misses","avgt",1,1,0.000867,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:LLC-stores","avgt",1,1,0.002151,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:branch-misses","avgt",1,1,2.590022,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:branches","avgt",1,1,55.877263,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:cycles","avgt",1,1,177.445589,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:dTLB-load-misses","avgt",1,1,0.000048,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:dTLB-loads","avgt",1,1,51.348739,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:dTLB-store-misses","avgt",1,1,0.000197,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:dTLB-stores","avgt",1,1,6.235652,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:iTLB-load-misses","avgt",1,1,0.006267,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:iTLB-loads","avgt",1,1,0.000402,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:instructions","avgt",1,1,215.905192,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet:stalled-cycles-frontend","avgt",1,1,53.605216,NaN,"#/op",100
"com.lineate.school.SearchBenchmark.treeSet","avgt",1,5,128.353982,7.963561,"ns/op",1000
"com.lineate.school.SearchBenchmark.treeSet:CPI","avgt",1,1,0.931656,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-load-misses","avgt",1,1,4.968206,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-loads","avgt",1,1,70.142794,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-store-misses","avgt",1,1,0.335132,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-stores","avgt",1,1,11.133384,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:L1-icache-load-misses","avgt",1,1,0.050385,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:LLC-load-misses","avgt",1,1,0.034844,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:LLC-loads","avgt",1,1,0.090216,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:LLC-store-misses","avgt",1,1,0.017312,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:LLC-stores","avgt",1,1,0.056589,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:branch-misses","avgt",1,1,4.695759,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:branches","avgt",1,1,77.314865,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:cycles","avgt",1,1,271.966672,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-load-misses","avgt",1,1,0.000097,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-loads","avgt",1,1,71.067536,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-store-misses","avgt",1,1,0.000685,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-stores","avgt",1,1,11.023182,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:iTLB-load-misses","avgt",1,1,0.122591,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:iTLB-loads","avgt",1,1,0.324050,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:instructions","avgt",1,1,291.917339,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet:stalled-cycles-frontend","avgt",1,1,62.606160,NaN,"#/op",1000
"com.lineate.school.SearchBenchmark.treeSet","avgt",1,5,205.852050,2.723377,"ns/op",10000
"com.lineate.school.SearchBenchmark.treeSet:CPI","avgt",1,1,1.248626,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-load-misses","avgt",1,1,13.518342,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-loads","avgt",1,1,89.299492,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-store-misses","avgt",1,1,0.300854,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-stores","avgt",1,1,11.559503,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:L1-icache-load-misses","avgt",1,1,0.073688,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:LLC-load-misses","avgt",1,1,0.248927,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:LLC-loads","avgt",1,1,4.666011,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:LLC-store-misses","avgt",1,1,0.004122,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:LLC-stores","avgt",1,1,0.020583,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:branch-misses","avgt",1,1,6.628337,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:branches","avgt",1,1,99.093390,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:cycles","avgt",1,1,448.007809,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-load-misses","avgt",1,1,0.000043,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-loads","avgt",1,1,89.509221,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-store-misses","avgt",1,1,0.002610,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-stores","avgt",1,1,12.324341,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:iTLB-load-misses","avgt",1,1,0.159673,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:iTLB-loads","avgt",1,1,0.001955,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:instructions","avgt",1,1,358.800656,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet:stalled-cycles-frontend","avgt",1,1,185.444834,NaN,"#/op",10000
"com.lineate.school.SearchBenchmark.treeSet","avgt",1,5,362.739077,341.429065,"ns/op",100000
"com.lineate.school.SearchBenchmark.treeSet:CPI","avgt",1,1,1.786240,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-load-misses","avgt",1,1,27.404731,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-loads","avgt",1,1,110.801202,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-store-misses","avgt",1,1,0.638145,NaN,"#/op",100000
